,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
201308,  -2.30,  -2.76,  -3.32,  -3.65,  -2.86,   0.16,  -2.42,  -3.08,  -4.08,  -3.55,  -2.21,  -1.95,  -3.37,  -4.78,  -3.55,  -1.30,  -2.31,  -3.33,  -2.42,  -3.94,  -0.93,  -3.30,  -3.26,  -3.89,  -4.59
201309,   7.11,   8.16,   7.00,   6.43,   6.22,   6.88,   6.58,   7.34,   6.19,   4.85,   6.32,   5.81,   5.70,   5.37,   3.66,   5.75,   4.74,   5.93,   4.80,   4.96,   4.28,   2.97,   2.21,   2.31,   1.93
201310,  -0.27,   0.54,   3.18,   3.43,   2.93,   0.18,   1.64,   2.36,   3.72,   5.64,   2.96,   3.94,   2.64,   4.56,   6.13,   1.57,   3.71,   3.20,   5.71,   4.85,   4.70,   4.15,   5.48,   4.35,   3.39
201311,   7.58,   6.48,   5.84,   6.52,   4.51,   6.22,   3.39,   3.14,   3.95,   4.12,   3.18,   2.42,   4.54,   3.05,   3.51,   1.88,   2.38,   0.65,  -0.09,   2.11,   3.48,   2.78,   3.20,   1.87,   5.30
201312,   2.61,   2.95,   2.42,   0.72,   2.11,   2.75,   1.17,   3.35,   1.32,   1.36,   1.82,   3.68,   3.17,   3.50,   2.10,   3.36,   3.17,   3.21,   2.98,   2.87,   2.35,   2.75,   3.75,   2.28,   1.69
201401,   2.03,  -1.61,  -3.05,  -4.08,  -2.44,   0.52,  -3.39,  -5.05,  -4.60,  -6.64,  -0.66,  -4.03,  -3.95,  -1.58,  -2.71,  -2.64,  -2.60,  -2.43,  -5.22,  -1.79,  -3.75,  -2.39,  -4.60,  -4.06,  -3.23
201402,   4.44,   4.41,   3.15,   5.33,   5.18,   4.54,   4.49,   5.46,   4.70,   4.72,   6.47,   4.15,   4.54,   5.83,   6.28,   6.12,   5.25,   4.99,   5.26,   5.39,   5.00,   5.10,   4.93,   2.63,   2.48
201403,  -3.42,   0.06,   0.44,   1.27,   1.63,  -4.02,   0.43,   1.03,   1.87,   2.38,  -4.40,   0.02,   0.32,   1.79,   1.59,  -2.64,   1.03,  -0.36,   2.10,   4.01,  -0.95,   0.19,   1.14,   4.10,   3.50
201404,  -8.63,  -6.90,  -4.71,  -3.53,  -3.78,  -7.20,  -2.36,  -2.31,  -2.43,  -1.92,  -5.15,  -2.29,  -0.96,  -1.84,  -2.72,  -3.21,  -1.02,  -0.28,   0.87,   0.15,   0.98,   0.36,   0.67,   2.27,  -1.41
201405,  -3.13,   1.04,  -1.08,  -0.26,  -0.37,  -0.93,   1.17,   1.31,   0.33,  -1.58,   1.17,  -0.04,   2.91,   1.79,   0.81,   3.12,   1.78,   2.67,   1.53,   1.45,   2.95,   2.23,   1.77,   1.44,   1.05
201406,   6.19,  10.12,   3.66,   3.85,   4.01,   7.91,   6.72,   5.58,   4.48,   5.98,   6.20,   4.52,   4.07,   4.58,   5.59,   4.64,   3.12,   3.49,   4.40,   3.98,   1.17,   1.47,   1.99,   2.86,   3.46
201407,  -9.03,  -7.60,  -5.26,  -5.01,  -4.61,  -5.41,  -5.97,  -5.10,  -6.29,  -6.39,  -5.34,  -6.53,  -5.58,  -5.70,  -4.11,  -2.08,  -4.55,  -2.67,  -3.53,  -4.15,  -1.47,  -1.19,  -0.32,  -1.32,  -1.87
201408,   3.03,   4.99,   3.63,   3.95,   3.23,   5.74,   4.63,   3.83,   5.04,   5.69,   5.93,   4.49,   5.48,   4.27,   4.95,   5.74,   5.36,   5.24,   3.66,   4.56,   4.81,   4.55,   2.91,   2.07,   4.85
201409,  -6.80,  -4.95,  -6.87,  -5.47,  -5.92,  -4.62,  -4.78,  -4.69,  -5.66,  -9.43,  -3.06,  -5.47,  -6.12,  -5.73,  -7.52,  -2.96,  -3.63,  -4.32,  -4.41,  -4.90,  -0.41,  -0.82,  -2.03,  -2.81,  -0.49
201410,   5.90,   6.85,   5.42,   7.64,   4.03,   8.19,   6.77,   5.24,   7.30,   2.86,   6.01,   6.05,   3.70,   3.87,   4.35,   4.00,   0.47,   3.14,   3.01,   0.54,   2.47,   2.56,   1.95,   0.05,   2.02
201411,   0.26,  -0.18,  -1.46,  -1.76,  -2.23,   1.01,  -0.37,  -0.05,  -0.44,  -1.43,   2.91,   2.67,  -0.52,   0.51,  -0.61,   3.61,   3.17,   3.19,   0.12,  -1.53,   3.81,   3.80,   3.34,   0.35,   0.78
201412,   6.04,   6.28,   5.34,   4.16,   4.02,   1.08,   3.65,   2.83,   2.91,   2.57,   1.55,   1.19,   0.25,   2.09,  -0.19,   0.16,   1.04,  -0.30,   0.44,   1.45,  -1.47,  -1.19,   0.15,  -0.34,   2.23
201501,  -3.72,  -7.18,  -4.72,  -4.98,  -4.73,  -1.85,  -3.69,  -4.98,  -5.36,  -5.61,  -0.52,  -2.27,  -2.79,  -5.69,  -2.76,  -1.28,  -1.72,  -2.37,  -1.89,  -2.32,  -0.87,  -2.76,  -3.80,  -5.14,  -6.36
201502,   4.93,   5.38,   6.65,   5.21,   5.40,   7.91,   6.26,   7.44,   6.31,   3.15,   8.47,   7.38,   8.91,   6.48,   3.99,   7.55,   7.07,   9.00,   6.81,   3.55,   6.08,   6.13,   5.92,   6.07,   4.72
201503,  -0.12,   2.09,   1.24,   2.09,   0.87,   2.62,   2.80,   1.23,   2.13,   1.11,   1.04,   1.31,   2.42,   0.73,   0.04,   1.46,   0.58,   0.87,  -1.41,  -0.70,  -1.82,  -1.58,  -2.19,  -1.91,  -1.73
201504,  -3.39,  -2.76,  -2.69,  -1.78,  -0.21,  -3.59,  -2.67,  -2.56,  -0.77,   0.21,  -2.90,  -1.89,  -1.45,  -0.71,  -0.36,  -1.48,  -0.03,  -1.31,  -0.05,   0.42,   0.26,   0.75,   1.33,   3.40,   1.72
201505,   3.22,   5.01,   0.25,   0.25,   0.22,   3.08,   4.94,   2.64,   1.10,  -0.64,   4.37,   2.88,   2.20,   2.32,   0.54,   1.99,   2.65,   2.00,   0.57,  -0.61,   1.47,   1.05,   1.34,  -0.27,   1.50
201506,   4.52,   1.85,   1.84,   3.13,   0.82,   1.47,   1.05,  -0.42,   0.41,  -0.61,   1.18,   0.74,  -1.18,  -0.86,  -2.47,  -0.93,  -0.66,  -1.24,  -2.61,  -2.15,  -0.56,  -3.00,  -2.34,  -2.27,  -1.13
201507,  -4.04,  -2.06,  -5.84,  -4.04,  -7.70,  -0.13,  -1.91,  -1.22,  -2.65,  -6.12,   2.13,  -0.40,  -3.52,  -2.85,  -6.43,   2.41,   0.04,  -0.20,   1.87,  -1.93,   3.30,   3.31,   0.44,  -0.71,   1.26
201508,  -7.61,  -7.32,  -4.27,  -2.69,  -1.33, -10.01,  -4.89,  -4.05,  -4.56,  -4.22,  -8.21,  -5.38,  -4.25,  -4.25,  -2.88,  -7.85,  -5.22,  -4.88,  -3.99,  -4.54,  -5.78,  -6.85,  -5.88,  -5.63,  -6.41
